"cnt","to_usgs","to_comid","from_comid","from_usgs"
1,"02295580",16802169,"{16801931}","{02295520}"
1,"09419800",22071060,"{22071070}","{09419756}"
1,"08123800",5714835,"{5714085}","{08123650}"
1,"06741510",12932,"{13584}","{402114105350101}"
1,"06020600",240642,"{240680}","{06019500}"
1,"10311750",946050159,"{11432263}","{10311400}"
1,"04085108",12005979,"{12006297}","{441624088045601}"
1,"14231000",23744010,"{23744100}","{14226500}"
1,"09397300",21747127,"{21747017}","{09397000}"
1,"01614000",5893170,"{5895822}","{01613900}"
1,"14313700",23894446,"{23894452}","{14313200}"
1,"03376500",18440574,"{18440396}","{03376300}"
1,"14034500",23659572,"{23659590}","{14034470}"
1,"12118500",24538518,"{24538536}","{12118400}"
1,"01671025",8505840,"{8505740}","{01671020}"
1,"13049500",23141743,"{23141919}","{13047600}"
1,"08169792",1620877,"{1620831}","{08169740}"
1,"09382000",18267741,"{18267029}","{09381800}"
1,"07369700",19303413,"{19302981}","{07369680}"
1,"13066000",24478945,"{24479245}","{13063000}"
1,"07179750",20930726,"{20931060}","{07179730}"
1,"0422016550",15559687,"{15560629}","{04220045}"
1,"05418720",13375515,"{13375649}","{05418500}"
1,"02018000",8522521,"{8525659}","{02017500}"
1,"06473000",12694924,"{11479108}","{06472000}"
1,"02208150",6330580,"{6330518}","{02208050}"
1,"01467042",4489170,"{4489158}","{01467036}"
1,"03332555",18490760,"{18490578}","{03332345}"
1,"03598000",19534708,"{19533702}","{03597860}"
1,"03146402",15363451,"{15362745}","{03146000}"
1,"08189500",5289461,"{5289427}","{08189300}"
1,"06360500",11258604,"{11252528}","{06359500}"
1,"06911000",10117304,"{10116766}","{06910800}"
1,"09364500",17016187,"{17016047}","{09364010}"
1,"06713000",230645,"{230137}","{393109104464500}"
1,"03332345",18490578,"{18488590}","{03331753}"
1,"02153551",12035715,"{12035613}","{02153500}"
1,"08076000",1440183,"{1438283}","{08075900}"
1,"07309990",673442,"{673192}","{07309435}"
1,"04067500",6848607,"{6848543}","{04066800}"
1,"02364500",2214110,"{2210130}","{02363000}"
1,"06889000",3646844,"{3646792}","{06888990}"
1,"05211000",4836784,"{22326301}","{05207600}"
1,"05120000",14172523,"{14049227}","{05117500}"
1,"05573540",13572849,"{13571751}","{05572000}"
1,"01608000",8420098,"{8423460}","{01607500}"
1,"03051000",4351512,"{4353002}","{03050000}"
1,"08164000",7842827,"{7841703}","{08163500}"
1,"11510700",358949,"{2553639}","{11509500}"
1,"01411000",9434145,"{9433603}","{01410820}"
1,"08075500",1439685,"{1439761}","{08075400}"
1,"07024500",14113038,"{14112386}","{07024200}"
1,"01475548",4495680,"{4495656}","{01475530}"
1,"03068800",3776515,"{3777215}","{03067510}"
1,"02217475",1048487,"{1048063}","{02217297}"
1,"08390500",20774462,"{20773124}","{08390020}"
1,"07174400",21784444,"{21782934}","{07172000}"
1,"12323800",24293868,"{24293876}","{12323750}"
1,"04178000",15678101,"{15677181}","{04177720}"
1,"05435950",13425065,"{13425023}","{05435943}"
1,"03015000",15445645,"{15445117}","{03014500}"
1,"01643500",8450600,"{8450912}","{01643395}"
1,"07332500",700694,"{698694}","{07332390}"
1,"07324400",678895,"{3142490}","{07324200}"
1,"07247015",6047872,"{6048196}","{07247000}"
1,"08080500",13700459,"{13698835}","{08079600}"
1,"01464750",4482999,"{4482733}","{01464720}"
1,"06126500",12606701,"{12621638}","{06125600}"
1,"05471050",6987834,"{6979048}","{05471000}"
1,"13068500",24478889,"{24478897}","{13068495}"
1,"07229050",6026308,"{6026262}","{07228940}"
1,"10016900",7884940,"{7887898}","{10011500}"
1,"07241000",393414,"{391680}","{07239700}"
1,"03353430",18476787,"{18476381}","{03353415}"
1,"05412400",13312435,"{13311953}","{05412340}"
1,"01564512",4699337,"{4699877}","{01564500}"
1,"05431486",13295630,"{13295584}","{05431016}"
1,"12026400",23850731,"{23850753}","{12026150}"
1,"09385700",21761944,"{20585692}","{09384000}"
1,"09520500",20380357,"{945070137}","{09520280}"
1,"04235440",21977249,"{21978101}","{04235299}"
1,"06876000",3536087,"{3536017}","{06875900}"
1,"02376500",2172289,"{2171877}","{02376293}"
1,"02169000",9869898,"{9869858}","{02168504}"
1,"11303000",2819818,"{348419}","{11299600}"
1,"09361500",17014841,"{17014207}","{09359500}"
1,"05051300",6636048,"{909020730}","{05050000}"
1,"02311000",16955326,"{16955670}","{02310947}"
1,"01586000",11687548,"{11687638}","{01585500}"
1,"12080010",23988192,"{23988204}","{12079000}"
1,"03527220",14640623,"{14640581}","{03527000}"
1,"01124151",6148415,"{6144833}","{01124000}"
1,"14209250",23809416,"{23809432}","{14209000}"
1,"11290000",2823972,"{2823750}","{11289650}"
1,"10301600",10737665,"{10736789}","{10301500}"
1,"12189500",24264763,"{24264827}","{12187500}"
1,"06891850",3728525,"{3728285}","{06891810}"
1,"08188500",3840125,"{3839167}","{08188060}"
1,"03454500",22161878,"{22161966}","{03453500}"
1,"13250000",24166276,"{24166358}","{13249500}"
1,"04292000",4586326,"{4586440}","{04291500}"
1,"02077303",8693577,"{8701361}","{02077200}"
1,"10296500",946050152,"{10744424}","{10296000}"
1,"06720990",225687,"{228553}","{06720820}"
1,"0212430293",9202603,"{9202601}","{0212427947}"
1,"06820500",2529595,"{3723325}","{06820410}"
1,"03145000",15365291,"{15365423}","{03144816}"
1,"03333700",20097331,"{20097127}","{03333450}"
1,"08383500",20818412,"{20817606}","{08382830}"
1,"12465000",24397698,"{24397996}","{12464800}"
1,"05572000",13571751,"{13571661}","{05570910}"
1,"05518000",13438397,"{13437773}","{05517530}"
1,"01203510",7716956,"{7717056}","{012035055}"
1,"13060000",24558141,"{24451447}","{13057155}"
1,"11118500",948070372,"{17585808}","{11114495}"
1,"08406000",22458517,"{22458537}","{08405500}"
1,"08189998",7869281,"{7869629}","{0818999010}"
1,"05579630",13551309,"{13551289}","{05579610}"
1,"021473428",9737014,"{9737012}","{021473426}"
1,"01381800",6249998,"{6250748}","{01381500}"
1,"09171100",18382337,"{18382377}","{09169500}"
1,"08162500",3765768,"{3764246}","{08162000}"
1,"03334000",20097421,"{20097331}","{03333700}"
1,"10312000",11432099,"{946050159}","{10311750}"
1,"11176500",2808553,"{2806807}","{11176400}"
1,"05466500",6960295,"{6959569}","{05466000}"
1,"09171310",18377596,"{18377654}","{09171240}"
1,"09346400",17034995,"{17034895}","{09342500}"
1,"08255500",17863212,"{17861934}","{08254000}"
1,"03353800",18476569,"{18476415}","{03353670}"
1,"06819500",3723311,"{3722745}","{06819185}"
1,"01427510",2617456,"{2617324}","{01427207}"
1,"14330000",23923628,"{23923664}","{14328000}"
1,"07363000",21920889,"{21919761}","{07362587}"
1,"01671020",8505740,"{8501768}","{01670400}"
1,"07091200",918597,"{917441}","{07087050}"
1,"11482500",8315607,"{8319319}","{11481500}"
1,"03336900",10082224,"{10082018}","{03336890}"
1,"09174600",18375940,"{18375594}","{09172500}"
1,"02082585",8762349,"{8762653}","{0208250410}"
1,"053813595",13138053,"{13133805}","{05381000}"
1,"02256500",16731760,"{16726628}","{02255600}"
1,"06890900",747785,"{745717}","{06890100}"
1,"01454700",4188251,"{4188273}","{01453000}"
1,"03127000",19392546,"{19392614}","{03126000}"
1,"02319300",166758629,"{2067240}","{02319000}"
1,"12148300",23970759,"{23970763}","{12148000}"
1,"06414000",17533719,"{17533823}","{06412810}"
1,"08098290",5555562,"{5513784}","{08096500}"
1,"10301720",10737511,"{10737665}","{10301600}"
1,"09418500",20598652,"{20595662}","{09417500}"
1,"02298608",16837084,"{16838830}","{02298554}"
1,"04267500",15465259,"{15467693}","{04266500}"
1,"03281500",503758,"{504810}","{03281100}"
1,"06896900",5106004,"{5106070}","{06896400}"
1,"02233484",10996491,"{10996629}","{02233475}"
1,"02074000",8673565,"{8673523}","{02073000}"
1,"08171300",1631023,"{1629555}","{08171290}"
1,"05382267",2453132,"{2453120}","{05382257}"
1,"03029500",6877193,"{6874893}","{03029000}"
1,"02021500",8540027,"{8538663}","{02020500}"
1,"05080000",7040493,"{7040857}","{05079000}"
1,"01573000",4708726,"{4708462}","{01572190}"
1,"02321898",2161778,"{2161874}","{02321500}"
1,"02220900",1056233,"{1052363}","{02220788}"
1,"03289200",1825492,"{1825330}","{03289193}"
1,"01098530",6772927,"{6772477}","{01098500}"
1,"10134500",10277268,"{10276712}","{10133980}"
1,"01613095",5893280,"{5892356}","{01613050}"
1,"01364500",6193936,"{6191738}","{01363556}"
1,"07169500",21514004,"{21517052}","{07167500}"
1,"12090500",23989483,"{23990693}","{12090400}"
1,"384037104472001",1531239,"{1530177}","{07105945}"
1,"12448000",24383027,"{24384943}","{12447390}"
1,"01545000",8134992,"{8134650}","{01544500}"
1,"08176900",1638559,"{1638505}","{08176550}"
1,"12200500",24270288,"{24270512}","{12194000}"
1,"08185065",7850687,"{7851041}","{08185000}"
1,"06340500",16249791,"{16248877}","{06340010}"
1,"01053500",19334535,"{19334265}","{01052500}"
1,"06847000",8163040,"{8164854}","{06846500}"
1,"11336680",1889600,"{20192498}","{11335000}"
1,"03284533",1826988,"{1826834}","{03284525}"
1,"08135000",5712857,"{5712411}","{08134250}"
1,"02173500",10542322,"{10540922}","{02173212}"
1,"06799350",17262319,"{17261127}","{06799315}"
1,"04188100",15651637,"{15653137}","{04187100}"
1,"09037500",1232821,"{1237943}","{09036000}"
1,"14170000",23763075,"{23763139}","{14169000}"
1,"02299472",16838064,"{16837810}","{02299450}"
1,"10336610",8944439,"{8943677}","{103366092}"
1,"05585000",13803642,"{13802760}","{05584500}"
1,"07325000",679877,"{678895}","{07324400}"
1,"01030500",3923,"{3109}","{01030350}"
1,"01589025",11689730,"{11689718}","{01589000}"
1,"02172558",166756802,"{10549446}","{02172300}"
1,"05406500",13633025,"{13633821}","{05406479}"
1,"06040000",3056360,"{3059646}","{06038800}"
1,"01332500",22290185,"{22290241}","{01331500}"
1,"11466200",8273645,"{948010118}","{11466170}"
1,"10297500",10742328,"{946050152}","{10296500}"
1,"01104430",5866423,"{5866375}","{01104405}"
1,"08173000",1631587,"{1631087}","{08172400}"
1,"02153500",12035613,"{12035605}","{02153200}"
1,"01318500",22307227,"{22304861}","{01315500}"
1,"01445500",2586809,"{2586769}","{01445000}"
1,"09237500",1358238,"{1357658}","{09237450}"
1,"13018350",24432657,"{24432663}","{13018300}"
1,"07159750",254068,"{254998}","{07240000}"
1,"03032500",4741683,"{4738065}","{03031882}"
1,"04086000",12175874,"{12175490}","{040857005}"
1,"02372430",2378189,"{2378929}","{02372422}"
1,"03262000",3984508,"{3984740}","{03261950}"
1,"10351650",11313919,"{8931712}","{10351600}"
1,"12413445",23002036,"{23002082}","{12413370}"
1,"05055300",14278290,"{14278458}","{05054500}"
1,"02448500",18604196,"{18602182}","{02448000}"
1,"10344500",8933684,"{8933494}","{10344400}"
1,"08074000",1440301,"{1439377}","{08073700}"
1,"07075270",11777215,"{11777377}","{07075250}"
1,"05536105",13463903,"{13463123}","{05536000}"
1,"11016200",20333160,"{20334440}","{11015000}"
1,"07074420",7551125,"{7549123}","{07072500}"
1,"05517530",13437773,"{13434643}","{05517500}"
1,"08396500",20784350,"{20783756}","{08395500}"
1,"08447410",334022,"{333056}","{08447300}"
1,"02160700",9691190,"{9692530}","{02160390}"
1,"06863500",7318204,"{7317820}","{06863420}"
1,"09147500",9769790,"{9769294}","{09147025}"
1,"05594800",13891008,"{13888668}","{05594450}"
1,"02312558",16949944,"{16949962}","{02312500}"
1,"06418900",17533381,"{17533719}","{06414000}"
1,"03323000",18508556,"{18508400}","{03322985}"
1,"01127000",6149075,"{6148535}","{01125500}"
1,"07103990",1529539,"{1531159}","{07103980}"
1,"05427530",13297220,"{13296176}","{05427085}"
1,"06436190",5454018,"{5457710}","{06436180}"
1,"01361000",6188948,"{6186112}","{01360640}"
1,"05500000",4989635,"{4989089}","{05498700}"
1,"01351500",3247040,"{3246744}","{01350355}"
1,"05425500",13292712,"{13292206}","{05424057}"
1,"07375500",18975529,"{18972763}","{07375280}"
1,"07238000",390116,"{388800}","{07237500}"
1,"12093500",23980451,"{23980479}","{12092000}"
1,"01547500",8139444,"{8140016}","{01547200}"
1,"10140700",10274376,"{10275828}","{10140100}"
1,"07375960",20089890,"{20089222}","{07375800}"
1,"04147500",13016457,"{13016443}","{04146063}"
1,"04282000",22221703,"{22221053}","{04281500}"
1,"02073000",8673523,"{8674473}","{02072500}"
1,"07303000",559997,"{13756121}","{07301500}"
1,"04072150",6801806,"{6802796}","{04072076}"
1,"02312645",16949386,"{16949648}","{02312640}"
1,"02052090",26815730,"{8742283}","{02052000}"
1,"03082500",3806299,"{3808977}","{03081500}"
1,"08063100",4133253,"{4133115}","{08063048}"
1,"04137005",12951570,"{12951528}","{04136900}"
1,"10348200",8932654,"{8932056}","{10348036}"
1,"10265150",20273931,"{20273987}","{373829118505801}"
1,"08080505",13700695,"{13700459}","{08080500}"
1,"03352162",18475677,"{18475675}","{033521504}"
1,"04071765",6810626,"{6812142}","{04071000}"
1,"02478500",18172814,"{18182257}","{02477500}"
1,"05355024",2032519,"{2032775}","{05354500}"
1,"02239501",16630398,"{16630360}","{02239600}"
1,"12323720",24293942,"{24293950}","{12323710}"
1,"11460600",5329511,"{5329621}","{11460400}"
1,"07331383",430546,"{430036}","{07331300}"
1,"01582000",11687636,"{11687048}","{01581960}"
1,"08126380",5654720,"{5722265}","{08124000}"
1,"01553005",8152317,"{8151091}","{01552500}"
1,"08266820",17862548,"{17862454}","{08265000}"
1,"02318380",2146447,"{2146221}","{02318000}"
1,"13305310",947060070,"{23512710}","{13305000}"
1,"07048600",8590894,"{8590430}","{07048550}"
1,"14111400",23663197,"{23663381}","{14107000}"
1,"07160500",251482,"{250456}","{07160350}"
1,"01480685",4648506,"{4648686}","{01480675}"
1,"07194933",397506,"{397814}","{07194906}"
1,"04066003",6841945,"{6841845}","{04065722}"
1,"01391500",6250666,"{6249688}","{01391102}"
1,"13042500",24460018,"{24460038}","{13041010}"
1,"06392950",9387457,"{9385393}","{06392900}"
1,"08095200",5531474,"{5531532}","{08095000}"
1,"08155500",5781893,"{5781711}","{08155400}"
1,"04185000",15662050,"{15662144}","{04184500}"
1,"11463200",8271875,"{8271917}","{11463170}"
1,"02315550",166743979,"{166743978}","{02315500}"
1,"03404500",10192068,"{10192166}","{03404000}"
1,"03284230",1827768,"{1827692}","{03284000}"
1,"07325500",683457,"{679877}","{07325000}"
1,"09041400",1231609,"{1231205}","{09041090}"
1,"03145173",15363573,"{15365291}","{03145000}"
1,"06620000",15986337,"{16000378}","{06614800}"
1,"01413408",1748719,"{1748567}","{01413398}"
1,"01543700",8125667,"{8124573}","{01543693}"
1,"05536195",13463925,"{13463927}","{05536190}"
1,"09240020",1357198,"{1357212}","{09239500}"
1,"04121500",12133354,"{12130638}","{04121300}"
1,"01480700",4648568,"{4648506}","{01480685}"
1,"05484600",6610162,"{6610166}","{05484500}"
1,"02055000",8627261,"{8628333}","{02054530}"
1,"02274010",16711976,"{16711844}","{02274005}"
1,"07030050",14073444,"{14078174}","{07029500}"
1,"01585100",11689686,"{11689682}","{01585090}"
1,"02414715",22038591,"{22042575}","{02414500}"
1,"07179500",20929412,"{20929350}","{07179300}"
1,"01431500",2743198,"{2739776}","{01430000}"
1,"02328522",10362516,"{2952892}","{02327500}"
1,"05524500",13454468,"{13453074}","{05522500}"
1,"07263012",7835620,"{7830338}","{07261500}"
1,"02300018",16875122,"{16875058}","{02300017}"
1,"02320500",2232693,"{2229745}","{02320250}"
1,"08166200",3585724,"{3585626}","{08166140}"
1,"13333000",23442119,"{23436993}","{13331500}"
1,"06869500",18866012,"{18865300}","{06868850}"
1,"08033000",1079041,"{1077643}","{08032500}"
1,"10260500",22660265,"{22658651}","{10260855}"
1,"03049000",11049880,"{11049850}","{03048900}"
1,"02124692",9202887,"{9202911}","{0212467595}"
1,"03283500",867878,"{867892}","{03282500}"
1,"06863000",940260253,"{18911409}","{06862850}"
1,"05536179",13463881,"{13464225}","{05536162}"
1,"07351750",8343927,"{8342461}","{07351500}"
1,"03029000",6874893,"{6874629}","{03028500}"
1,"13108150",23195742,"{23199724}","{13105000}"
1,"08164370",7846357,"{7846241}","{08164350}"
1,"07077000",25189323,"{14320639}","{07076750}"
1,"06188000",2965578,"{2962790}","{06187915}"
1,"06904010",5121718,"{940280022}","{06903900}"
1,"01629500",5907167,"{5908723}","{01628500}"
1,"05517000",13434009,"{13435155}","{05516665}"
1,"07010055",3624293,"{3624261}","{07010040}"
1,"08104100",5587556,"{5588558}","{08103940}"
1,"08167500",3589120,"{3589508}","{08167000}"
1,"06476000",12699860,"{12695090}","{06475000}"
1,"07050700",7607997,"{7607143}","{07050690}"
1,"06410000",17533403,"{17533503}","{06409000}"
1,"06411500",17533145,"{17533119}","{06410500}"
1,"14206950",23805270,"{23805292}","{14206900}"
1,"12350250",24319698,"{24320124}","{12344000}"
1,"06018500",4215022,"{4215456}","{06017000}"
1,"12148000",23970763,"{23970773}","{12147600}"
1,"08067100",1515531,"{1513385}","{08067000}"
1,"07378000",18988606,"{18988724}","{07377500}"
1,"08155400",5781711,"{5781337}","{08155300}"
1,"03433500",18391756,"{18393756}","{03432400}"
1,"05333500",2263699,"{1850373}","{05331833}"
1,"02112250",9249426,"{9250904}","{02112000}"
1,"12439500",23065319,"{23065369}","{12438900}"
1,"14357500",947100124,"{23930872}","{14354200}"
1,"03099500",13154299,"{13153643}","{03098600}"
1,"02045320",8724273,"{8725649}","{02044500}"
1,"09419756",22071070,"{945010401}","{09419753}"
1,"08382500",20817726,"{20815744}","{08382000}"
1,"08171000",1630223,"{1628253}","{08170950}"
1,"03024000",9053487,"{9053093}","{03023100}"
1,"10338000",8933958,"{8934074}","{10337500}"
1,"13192200",23386269,"{23386379}","{13190500}"
1,"03066000",3775599,"{3775587}","{03065400}"
1,"12099200",23980807,"{23980833}","{12097850}"
1,"07189542",7583213,"{7583211}","{07189540}"
1,"01094500",6076105,"{6075713}","{01094400}"
1,"14209500",23809158,"{23809416}","{14209250}"
1,"02482550",15788288,"{15785502}","{02482000}"
1,"02307359",166743866,"{16916762}","{02307323}"
1,"06817500",2501563,"{19129083}","{06817000}"
1,"08330875",17808622,"{17819068}","{08330000}"
1,"01525500",8110911,"{8110525}","{01524500}"
1,"12413210",23002128,"{23002182}","{12413131}"
1,"06714500",2885314,"{2885330}","{06714400}"
1,"03228500",5213261,"{5213097}","{03228300}"
1,"08394033",20781952,"{20780960}","{08394024}"
1,"12031000",23856673,"{23850295}","{12027500}"
1,"07103800",1531145,"{1529459}","{07103797}"
1,"08134250",5712411,"{5711941}","{08134000}"
1,"09169500",18382377,"{18382615}","{09168730}"
1,"06470500",11468954,"{11463132}","{06470000}"
1,"0208758850",8784415,"{8785997}","{02087580}"
1,"03267000",3981712,"{3982120}","{03266560}"
1,"08091000",5512484,"{5499434}","{08090905}"
1,"08208000",10828654,"{10827864}","{08207500}"
1,"12404900",23040731,"{23040787}","{12404500}"
1,"07052100",7607235,"{7607109}","{07052000}"
1,"06808500",19210377,"{19209621}","{06807410}"
1,"06436180",5457710,"{5458394}","{06436165}"
1,"02224500",1958701,"{1946791}","{02223500}"
1,"06865500",25068899,"{18915569}","{06864500}"
1,"05464420",22473833,"{22477067}","{05464315}"
1,"08355050",17810814,"{17811742}","{08354900}"
1,"03540500",19712873,"{19710425}","{03539800}"
1,"02233500",10996421,"{10996491}","{02233484}"
1,"02462000",18229157,"{18225427}","{02461500}"
1,"05357215",13344478,"{13344872}","{05357206}"
1,"12143900",947110179,"{947110178}","{12143700}"
1,"01410820",9433603,"{9433571}","{01410784}"
1,"02235000",10997569,"{10997271}","{02234990}"
1,"11463000",8271445,"{8269119}","{11462500}"
1,"11090600",22524989,"{22527369}","{11075720}"
1,"07159100",255558,"{21047070}","{07158000}"
1,"01467000",4491898,"{4491946}","{01466900}"
1,"14033500",23647724,"{23648422}","{14020850}"
1,"03282290",868626,"{868036}","{03282120}"
1,"06464500",11654348,"{11653122}","{06464100}"
1,"11134000",17608959,"{948060325}","{11133000}"
1,"05100000",14416871,"{14416271}","{05099600}"
1,"13058000",23148386,"{23148424}","{13057940}"
1,"02349605",6444276,"{6429916}","{02347500}"
1,"06913500",10116308,"{10116676}","{06913000}"
1,"05112000",7088107,"{7086347}","{05107500}"
1,"03604400",19503182,"{19504798}","{03604000}"
1,"08082000",14033905,"{13676139}","{08080700}"
1,"06016000",4216412,"{4169038}","{06012500}"
1,"04125460",12120754,"{12121188}","{04124500}"
1,"06281000",12788684,"{12788124}","{06280300}"
1,"02309421",16933128,"{16932670}","{02309415}"
1,"14038530",23822553,"{23822685}","{14036860}"
1,"11266500",21609641,"{21609533}","{11264500}"
1,"14034608",23659568,"{23659572}","{14034500}"
1,"03182500",12105064,"{12103826}","{03180500}"
1,"08020450",5278688,"{5274290}","{08020000}"
1,"01543500",8127609,"{8127529}","{01543000}"
1,"05056000",14267516,"{14278496}","{05055400}"
1,"02087275",8783339,"{8783277}","{0208726005}"
1,"08159500",5790058,"{5790218}","{08159200}"
1,"12147500",23970779,"{23970783}","{12147470}"
1,"01589035",11689272,"{11689730}","{01589025}"
1,"10308789",8922717,"{8922761}","{10308784}"
1,"03287000",1827748,"{1827790}","{03286500}"
1,"06063000",3021550,"{3021776}","{06062500}"
1,"02095500",8891478,"{8890624}","{02095271}"
1,"02458600",18566179,"{18566201}","{02458502}"
1,"02085070",8778383,"{8780571}","{02085000}"
1,"07288521",17956783,"{17958013}","{333420090445900}"
1,"13058510",24452801,"{23148386}","{13058000}"
1,"01118000",6140122,"{6139996}","{01117800}"
1,"02234324",10997289,"{10996529}","{02234308}"
1,"10338700",8933890,"{8933876}","{10338500}"
1,"05424057",13292206,"{13290352}","{05423500}"
1,"14163150",23772857,"{23772909}","{14162500}"
1,"11136100",17620568,"{17620166}","{11135800}"
1,"09404115",20691582,"{20691648}","{09404110}"
1,"01125100",6148379,"{6144829}","{01125000}"
1,"08279000",17865320,"{17864778}","{08277470}"
1,"03081500",3808977,"{3809023}","{03081000}"
1,"10335000",11157297,"{11165045}","{10333000}"
1,"13290450",24219835,"{24193082}","{13269000}"
1,"09306222",3239735,"{3241429}","{09306200}"
1,"08183500",3838221,"{3836053}","{08183200}"
1,"06634620",15963456,"{15961554}","{06634060}"
1,"06862850",18911409,"{18911435}","{06862700}"
1,"06287800",12781087,"{12781155}","{06287000}"
1,"02423400",21655328,"{21654312}","{02423397}"
1,"02049500",11585318,"{11585220}","{02047783}"
1,"11463682",8272211,"{8272107}","{11463500}"
1,"01480015",4651930,"{4651912}","{01480000}"
1,"02336240",2048013,"{2048083}","{02336152}"
1,"07241800",417955,"{414203}","{07241550}"
1,"02317500",2016562,"{2014298}","{02316000}"
1,"01395000",6261548,"{6261526}","{01394500}"
1,"01648000",22338431,"{22337429}","{01647850}"
1,"01377500",6249408,"{6246640}","{01377370}"
1,"06025250",4226632,"{4224646}","{06024580}"
1,"07299540",13956737,"{13928769}","{07298500}"
1,"07138020",21250278,"{21251316}","{07138000}"
1,"10262500",22656105,"{948090919}","{10261500}"
1,"05244000",4943103,"{4945987}","{05243725}"
1,"09074500",1327445,"{1327111}","{09074000}"
1,"04232730",21980835,"{21978203}","{04232482}"
1,"08155240",5781325,"{5781265}","{08155200}"
1,"02051190",8744379,"{8744593}","{02051000}"
1,"06317000",9587546,"{9594048}","{06313500}"
1,"06652800",22095115,"{22091925}","{06652000}"
1,"08090905",5499434,"{5498058}","{08090800}"
1,"01209700",7732387,"{7731717}","{012095493}"
1,"08180720",10836042,"{10835974}","{08180700}"
1,"12510500",947030106,"{23099678}","{12508990}"
1,"07207000",20059116,"{20058478}","{07206000}"
1,"09127000",3253137,"{3253985}","{09126000}"
1,"06307500",5334799,"{5334435}","{06306300}"
1,"09404900",10026004,"{10025746}","{09404450}"
1,"08150700",5769807,"{5770577}","{08150000}"
1,"05483600",6621656,"{6621598}","{05483450}"
1,"09266500",1393763,"{1392811}","{09265500}"
1,"01627500",5908375,"{5908485}","{01626850}"
1,"13055000",24469174,"{24472100}","{13052200}"
1,"06174500",12308335,"{12307723}","{06172310}"
1,"07017260",4639081,"{4638489}","{07017200}"
1,"07250965",7753306,"{7752590}","{07250935}"
1,"06471500",11446173,"{11446137}","{06471200}"
1,"06867000",7331192,"{7328002}","{06866900}"
1,"12187500",24264827,"{24264875}","{12186000}"
1,"04041500",11930208,"{11930606}","{04040500}"
1,"08143600",5736179,"{5736533}","{08143500}"
1,"01553850",8153625,"{8152057}","{01553700}"
1,"07001985",3624073,"{3624041}","{07001910}"
1,"02336120",2047971,"{2047869}","{02336030}"
1,"12462500",23080544,"{23080584}","{12459000}"
1,"08068740",1509209,"{1509241}","{08068720}"
1,"01389500",6250676,"{6251122}","{01389010}"
1,"05548280",14771284,"{14770846}","{05548105}"
1,"09503300",20452002,"{20452072}","{09503000}"
1,"10346000",8933532,"{8933706}","{10344505}"
1,"12323850",24293772,"{24293784}","{12323840}"
1,"03341300",10209725,"{10207857}","{03340800}"
1,"03118500",19389766,"{19388196}","{03118000}"
1,"02225500",14456153,"{14456417}","{02225270}"
1,"08405500",22458537,"{22458801}","{08405450}"
1,"01100561",6744772,"{6744330}","{01100505}"
1,"03303000",10357656,"{10357572}","{03302800}"
1,"06601000",17244016,"{17244186}","{06600900}"
1,"06024580",4224646,"{4224658}","{06024540}"
1,"03498500",22130235,"{22130697}","{03497300}"
1,"08384500",20800875,"{20818412}","{08383500}"
1,"02392975",6498060,"{6498178}","{02392950}"
1,"10327500",11202414,"{11206996}","{10325000}"
1,"08057300",1260403,"{1260353}","{08057200}"
1,"06041000",3054074,"{3056360}","{06040000}"
1,"11465680",8273659,"{8273423}","{11465660}"
1,"09494000",20487236,"{20488086}","{09492400}"
1,"06449000",20180463,"{20179865}","{06448000}"
1,"05481650",6597718,"{6595152}","{05481300}"
1,"06485500",7226820,"{7226214}","{06483950}"
1,"06479438",9370962,"{9370700}","{06479215}"
1,"09409100",10022980,"{10024988}","{09408400}"
1,"04282650",22220501,"{22220369}","{04282636}"
1,"09095500",3179476,"{3175612}","{09085100}"
1,"07311240",575970,"{575712}","{07311230}"
1,"07231000",484578,"{482410}","{07230500}"
1,"08374200",281390,"{308621}","{08371500}"
1,"10155200",10373794,"{10373622}","{10155000}"
1,"02312598",16949882,"{16949944}","{02312558}"
1,"04087070",12163856,"{12163800}","{04087050}"
1,"11022480",20331402,"{20332986}","{11022200}"
1,"12413860",24379201,"{24379309}","{12413500}"
1,"01382500",6246362,"{6246084}","{01382385}"
1,"05367500",13083643,"{13082921}","{053674967}"
1,"06479770",9375808,"{9372528}","{06479525}"
1,"10349980",8932212,"{8935004}","{10349849}"
1,"02081942",8764333,"{8759765}","{02081747}"
1,"09218500",3197078,"{3199586}","{09217900}"
1,"07031650",14206856,"{14207658}","{07030500}"
1,"06784000",17356815,"{17351569}","{06781600}"
1,"03324000",18508532,"{18507516}","{03323587}"
1,"01619500",5894726,"{5891210}","{01619000}"
1,"01164000",9343773,"{9343765}","{01163500}"
1,"08158813",5781417,"{5781401}","{08158810}"
1,"04086600",12162572,"{12162520}","{04086500}"
1,"06794000",940210142,"{17308496}","{06792500}"
1,"09517000",20405291,"{20403949}","{09516500}"
1,"03475000",19752413,"{19751035}","{03474000}"
1,"06711575",189899,"{189855}","{06711570}"
1,"14174000",23762845,"{23762877}","{14171600}"
1,"01029500",1713454,"{1711010}","{01029200}"
1,"11402000",8027910,"{8029582}","{11401920}"
1,"05427910",13294166,"{13294132}","{05427880}"
1,"01069500",5844210,"{5845396}","{01068910}"
1,"14209000",23809432,"{23809450}","{14208700}"
1,"03291500",1823336,"{1825414}","{03291000}"
1,"10174500",10817986,"{10818086}","{10173450}"
