gauge, area
01500500, 2564.74
01502632, 4241.51
01502731, 4833.86
01503000, 5839.59
01513500, 10341.64
01513831, 11032.86
01514850, 152.65
01513550, 53.88
01515000, 12450.99
01524500, 403.75
01525981, 251.36
01521500, 89.72
01523500, 143.57
01525500, 879.43
01526500, 3510.57
01520500, 1948.89
01520000, 745.30
01519200, 583.67
01518700, 1131.76
01518862, 224.50
01518420, 170.65
01516350, 395.28
01516500, 35.93
01518000, 709.64
01530332, 5547.39
01531000, 6463.17
01527500, 394.66
01529500, 1211.10
01529950, 5134.49
01543693, 107.83
01543700, 458.24
01542810, 8.99
01544000, 620.01
01543000, 700.94
01543500, 1770.71
01544500, 377.40
01545600, 116.83
01545000, 647.03
01545500, 7678.70
01545800, 8667.56
01547950, 413.64
01548005, 1457.03
01547700, 134.90
01547500, 854.53
01547200, 683.65
01546500, 233.89
01546400, 161.93
01547100, 377.82
01548303, 35.93
01548500, 1572.15
01549500, 89.87
01549700, 2461.91
01552500, 71.91
01553700, 143.88
01552000, 1159.39
01553005, 503.43
01551500, 14717.21
01553025, 16838.55
01550000, 440.34
01550500, 701.02
01549760, 13566.69
01553850, 287.77
01553500, 17701.89
06847000, 5258.47
06846500, 4376.25
11143000, 116.84
11141280, 71.77
11152500, 10625.71
11152300, 10337.97
11152000, 611.13
11151300, 611.16
11152050, 736.96
11148900, 458.09
11149900, 592.97
11150500, 6626.20
11149400, 880.11
11147500, 1014.08
11528700, 1952.81
11530000, 7349.63
11523200, 386.60
11526500, 386.76
11526400, 2923.24
11526250, 2707.34
11527000, 3714.82
11525630, 107.97
11525655, 2095.50
11525854, 2401.41
11525670, 89.98
11525530, 62.97
11525500, 1843.59
11522500, 1968.78
11462080, 765.49
11461500, 225.14
11461000, 288.18
11462500, 981.64
11467200, 162.11
11463000, 1332.88
11463200, 234.16
11463170, 27.02
11463500, 1747.16
11465200, 441.30
11463682, 1819.21
11465240, 459.31
11463980, 2062.38
11465350, 567.39
11464000, 2062.38
11463900, 108.07
11465390, 2701.81
11467000, 3539.34
11466800, 684.43
11465750, 216.13
11465660, 27.02
11466320, 198.13
11466200, 162.10
11465680, 117.07
11467510, 432.29
11467553, 117.08
11476600, 72.00
11476500, 1404.50
11475800, 657.29
11475560, 18.01
11475610, 9.00
11473900, 1935.82
11482500, 746.40
11481200, 89.93
11481000, 1268.69
11481500, 170.92
11480390, 243.04
08025360, 18651.40
08025500, 380.96
08026000, 19510.28
08028000, 964.59
08029500, 380.12
08028500, 21420.81
08030500, 24096.19
08031000, 220.36
08030540, 24537.08
07351500, 160.02
07351750, 2159.65
07332620, 768.03
07332622, 973.53
07335500, 112573.50
07331600, 100192.10
06847900, 1539.80
06848500, 2566.19
01589795, 0.00
01490000, 36.02
01486500, 63.04
01488500, 117.08
01487000, 180.12
01485000, 153.10
01486000, 9.01
01485500, 126.07
01484525, 180.12
0148471320, 9.01
01608000, 738.49
01608500, 3791.53
01606500, 1693.14
01606000, 810.55
01605500, 468.30
01607500, 279.18
01609000, 387.18
01610155, 270.12
01611500, 1738.14
01610000, 8113.89
01610400, 27.02
01634500, 252.17
01632000, 531.36
01632082, 126.08
01634000, 1981.34
01635500, 234.16
01633000, 1377.93
01632900, 261.17
01636464, 54.03
01636500, 7843.95
01636316, 63.04
01639000, 459.19
01639500, 270.14
01642190, 1809.89
01643000, 2107.06
01643500, 144.09
01643395, 9.01
01669520, 270.08
01663500, 747.50
01664000, 1594.07
01662800, 63.04
01667500, 1233.74
01666500, 477.30
01665500, 315.19
01668000, 4151.64
01669000, 72.03
01673800, 189.11
01674000, 666.36
01674182, 144.06
01674500, 1557.76
01670400, 909.47
01671020, 1197.60
01671025, 1215.61
01673000, 2791.22
01673550, 72.02
01671100, 279.11
01672500, 1026.41
02011490, 81.04
02011400, 396.22
02011470, 234.14
02015700, 288.17
02011500, 360.20
02011800, 900.49
02018000, 837.08
02016000, 1215.62
02016500, 3601.54
02019500, 5392.79
02013100, 1584.72
02013000, 414.12
02014000, 405.08
02017500, 261.02
02018500, 99.00
02020500, 369.20
02021500, 837.42
02022500, 108.04
02024000, 1665.74
02030000, 315.13
02028500, 234.10
02027000, 261.09
02030500, 594.11
02026000, 9434.90
02029000, 11874.59
02024915, 81.02
02027500, 126.04
02024752, 7967.74
02025500, 8426.83
02025652, 99.01
02032640, 261.15
02032250, 189.10
02031000, 261.13
02034000, 1656.83
02036500, 54.01
02037000, 9.00
02037500, 17465.38
02035000, 16160.09
07050152, 89.92
07053250, 134.84
07050500, 1365.94
07049000, 673.82
07048800, 359.35
07048550, 314.40
07048480, 8.98
07048490, 0.00
07048600, 1032.94
02040000, 1862.92
02040892, 2420.91
02041000, 404.94
02041650, 3464.78
02038850, 27.00
02039500, 782.96
02039000, 170.97
02056650, 161.97
02060500, 4615.88
02056900, 278.91
02055100, 27.00
02055000, 980.85
02061500, 818.98
02059500, 503.97
02056000, 1295.85
02054530, 719.87
02054500, 656.88
02053800, 278.93
02058400, 926.56
02064000, 440.95
02065500, 242.96
02062500, 6208.68
02066000, 7693.33
02070000, 287.77
02073000, 980.39
02074500, 296.77
02070500, 665.44
02074000, 1394.06
02072500, 656.62
02069700, 215.82
02068500, 305.74
02072000, 539.68
02071530, 71.95
02071000, 2733.07
02069000, 1285.59
02077670, 125.86
02077303, 548.34
02076000, 7157.21
02075045, 5475.88
02075500, 6698.57
02077200, 134.82
02077000, 1421.20
02046000, 287.92
02045320, 1241.55
02044500, 836.73
02045500, 1520.40
02047000, 3787.39
02047370, 4506.90
02051500, 1439.23
02052000, 1933.91
02051190, 872.59
02051000, 161.95
02053200, 575.30
02082770, 440.35
02081747, 1132.43
02081500, 449.41
02082585, 2444.04
0208250410, 2057.73
02081942, 1761.32
0208521324, 206.69
02086500, 440.41
0208524090, 17.97
02086624, 98.86
0208524975, 251.62
0208675010, 17.97
02085500, 395.47
02085070, 377.38
02085000, 170.73
0208726005, 206.57
02087275, 260.46
02088383, 161.68
0208732885, 17.96
02087324, 323.33
0208732534, 0.00
0208735012, 8.98
02087359, 80.82
0208758850, 80.81
02087580, 53.88
02087500, 3018.65
0208773375, 269.36
02088000, 215.47
02088500, 610.62
02106500, 1775.25
02105500, 12559.42
02105769, 13598.67
02102192, 215.46
02103000, 906.03
02102500, 8944.70
02102908, 8.97
02104220, 251.08
02099000, 35.94
0210166029, 26.94
02101726, 188.59
02100500, 889.24
02101800, 35.91
02102000, 3707.83
02094500, 350.46
02093800, 62.90
0209553650, 107.82
02093877, 17.97
02095271, 35.94
02095181, 26.96
02094659, 17.97
02094770, 53.91
02094775, 0.00
0209399200, 44.93
02095500, 98.84
02096500, 1527.72
02095000, 89.84
0209722970, 17.97
02097314, 179.67
0209741955, 44.91
02097280, 35.93
0209782609, 35.92
02096846, 26.95
0209734440, 26.95
02097464, 26.95
02097517, 125.75
02096960, 3297.45
10293050, 1224.70
10293000, 936.52
10291500, 108.06
10289500, 45.02
10290500, 108.06
10311200, 18.01
10311100, 27.02
10310500, 45.03
10311000, 2053.39
10310400, 9.01
10309000, 918.61
10308800, 72.05
10308794, 63.04
10308200, 684.45
10308789, 36.02
103087891, 0.00
10308784, 27.02
10309010, 963.64
10310000, 162.11
10351600, 4106.53
10348245, 144.07
10350340, 3782.35
10347310, 54.03
10348000, 2737.74
10348036, 2755.75
10350000, 3269.06
10347460, 2638.68
10349980, 504.31
10348200, 2755.75
10341950, 99.06
10343000, 18.01
10344400, 396.23
10343500, 27.02
10346000, 2431.56
10344500, 459.27
10344505, 2278.47
10340500, 144.09
10338500, 27.02
10338700, 72.05
10338000, 1440.97
10337500, 1296.87
10349849, 333.21
10348460, 0.00
10347600, 27.02
10349300, 234.15
10336676, 18.01
10336660, 27.02
10336645, 18.01
10336730, 18.01
10336698, 18.01
10336700, 18.01
103366092, 117.08
10336610, 153.11
10336780, 81.06
03011020, 4202.15
03010820, 3044.09
03010655, 233.49
03007800, 664.71
03010500, 1428.22
03011800, 116.78
03015500, 763.33
03012550, 5674.81
03015310, 8161.20
04122500, 1787.38
04118500, 680.44
04119400, 13684.41
04116000, 7457.73
04119000, 12707.79
04108872, 152.33
04108800, 170.31
04102700, 215.35
04074950, 1225.98
04077630, 329.29
04078500, 979.61
04080798, 106.98
04081000, 651.17
04080000, 1658.30
04079000, 6106.89
03021350, 260.35
03021520, 592.53
03022554, 107.81
03022540, 80.86
03023100, 2101.49
03024000, 2712.54
02109500, 1807.93
02110500, 2925.98
02110550, 3274.65
02136000, 3245.15
02132320, 215.12
02135000, 7228.40
02133500, 475.36
02134480, 573.56
02134170, 1873.50
02133624, 959.52
02134500, 3199.41
02132000, 2721.57
02131500, 1728.54
02129000, 17832.53
02130561, 20144.61
02130840, 143.35
02130900, 286.66
02130980, 1172.89
02131000, 22857.65
02131010, 23063.47
02130910, 456.79
0212419274, 62.83
0212393300, 62.83
0212414900, 107.67
0212433550, 717.88
02124269, 26.91
0212427947, 0.00
0212430293, 35.88
0212466000, 26.91
02124692, 62.78
0212467595, 35.87
02124080, 53.84
0212430653, 17.94
02126000, 3579.20
02128000, 260.30
0212378405, 12064.85
02121500, 467.10
02118500, 395.34
02118000, 817.43
02120780, 314.24
02113850, 584.45
02114450, 116.85
02112250, 2237.69
02115360, 4368.22
02111500, 242.67
02112000, 1311.95
0211139110, 952.46
02111180, 134.79
02116500, 5814.82
02111000, 62.89
07077380, 6018.19
07077652, 53.89
07077555, 53.81
05014500, 69.79
05014300, 43.61
05017500, 689.51
010642505, 258.93
01066000, 3305.13
01064801, 178.73
01064500, 1000.11
01138500, 6889.75
01144500, 10579.56
01152500, 706.94
01154950, 179.08
01154500, 14024.08
01162500, 125.50
01165000, 134.47
01166500, 977.32
01163200, 89.68
01162000, 206.20
01163500, 493.12
01164000, 528.99
08164600, 271.25
08164800, 183.56
08162600, 446.55
06479215, 186.70
06479438, 631.48
06479500, 951.91
06479525, 1521.73
06479770, 4008.09
06480000, 6336.95
06392900, 17.86
06392950, 259.04
05082500, 64354.72
05070000, 49043.76
05069000, 1169.19
01491000, 288.19
01491500, 216.15
01510000, 376.54
01505000, 672.20
01509000, 806.82
01505810, 1210.26
01512500, 3927.59
01507000, 1658.79
01410784, 36.02
01410820, 90.04
01411000, 153.07
01411300, 99.06
01408029, 162.02
01408000, 108.01
01408120, 99.02
01409400, 162.07
01408500, 324.08
01408900, 144.05
01409810, 207.09
01410000, 189.09
01409280, 45.02
01410150, 36.02
01411456, 45.02
01482500, 36.02
01412800, 81.05
01411500, 297.15
01305000, 179.90
01304500, 206.88
01306460, 62.97
01308500, 98.96
01309500, 107.95
01311500, 9.00
01303500, 26.99
01304000, 62.97
01403400, 26.99
01399100, 17.99
01396660, 44.99
01403540, 9.00
01399670, 26.99
01403150, 0.00
01403900, 134.97
01403060, 2015.62
01402630, 27.00
01396582, 35.99
01399500, 89.96
01398500, 62.97
01396500, 170.92
01397000, 413.85
01400000, 485.83
01400500, 1268.63
01396800, 125.96
01405030, 143.99
01402000, 657.00
01401650, 18.00
01398000, 62.99
01406050, 54.00
01401000, 126.00
01405400, 108.01
04271815, 115.77
04273500, 1596.26
04273000, 1337.86
04271500, 650.06
04273700, 169.35
04273800, 196.14
04275000, 535.49
04276069, 17.84
04274000, 285.60
04274500, 115.92
04276200, 107.14
04275500, 1151.08
04276500, 705.05
08023080, 213.18
08023400, 204.22
07336820, 119919.56
07337000, 121732.83
06386500, 13756.32
06401500, 23508.45
06395000, 18520.22
06400875, 465.77
06324970, 3244.42
06317000, 15312.76
06317020, 686.87
06313500, 8026.04
02175000, 7071.24
02172040, 38876.45
02172035, 71.34
02171645, 62.48
02171500, 37921.72
02169570, 178.87
02169500, 20329.25
02160700, 1111.04
02160325, 26.89
02160390, 636.30
02160326, 206.18
02160381, 26.88
02157470, 98.64
02160105, 1998.58
02157510, 188.30
02158408, 260.01
021564493, 7085.96
02156500, 7184.50
02162093, 26.83
02161000, 12362.45
02162035, 13534.91
02148000, 13060.60
02146211, 17.94
0214642825, 17.94
02146285, 17.94
02146315, 8.97
0214655255, 17.94
02146562, 26.91
0214657975, 26.91
02146507, 116.61
02146348, 26.91
0214678175, 17.94
02146381, 179.40
02146530, 125.58
02146750, 242.15
0214685800, 53.80
02146800, 690.59
0214627970, 17.94
02146300, 89.71
0214645075, 0.00
02146409, 35.88
02146470, 17.94
02146700, 26.91
02146600, 107.63
02146110, 17.93
02147126, 80.67
02147500, 501.65
02146000, 7882.25
02147020, 9146.60
021459367, 53.79
021473415, 44.83
021473426, 35.86
021473428, 80.68
02143000, 233.44
02143040, 62.84
02143500, 179.50
02144000, 71.78
02145000, 1678.49
02140991, 530.05
02138520, 0.00
02142000, 71.87
02138500, 170.69
02137727, 323.20
02142654, 26.92
0214265808, 17.95
0214266000, 71.79
0214266080, 8.97
02142914, 8.97
0214291555, 98.69
0214297160, 8.97
02142900, 44.86
0214295600, 17.94
0214269560, 89.75
021457492, 98.64
09149500, 2935.71
383926107593001, 198.13
09147025, 711.35
09146020, 207.09
09147500, 1224.63
09146200, 378.18
09147000, 279.14
09119000, 2719.64
09115500, 396.25
09118450, 864.46
06334500, 5088.87
06326500, 33858.38
04213152, 98.76
04213075, 8.98
04213000, 458.08
04212100, 1779.16
04208700, 53.92
02162350, 62.78
021623975, 116.59
02162290, 35.87
02162500, 789.05
02164110, 295.73
021652801, 98.53
02164000, 107.56
02165200, 71.66
02163001, 1111.65
02167450, 599.76
02166501, 3072.85
02167582, 313.26
02167705, 286.13
02167000, 3555.96
02168504, 6329.27
02169000, 6570.71
021650905, 653.97
02163500, 1523.64
02227500, 1702.65
02203000, 1459.01
02203518, 3520.46
02202040, 5055.25
02202500, 6950.90
02202600, 569.01
02202680, 7768.71
02202190, 6212.66
02200120, 1160.12
02201000, 276.35
02201230, 3487.08
02197830, 1204.59
02197598, 53.52
02198100, 71.31
02198000, 1659.27
09427520, 445971.33
09429000, 448270.47
09429100, 450789.73
09423350, 26.91
09409100, 261.01
09408000, 54.00
09406000, 2384.86
09406100, 2465.84
09408135, 3563.81
09408150, 3860.78
09413000, 1340.92
09408400, 54.00
09410100, 926.99
09404450, 198.01
09404900, 836.93
09405500, 882.03
09217000, 24417.50
09229500, 1376.04
09234500, 39041.42
02042500, 630.11
02042222, 0.00
03336645, 1133.97
03339000, 3312.23
03336890, 108.01
03337570, 198.03
03337000, 27.01
03336900, 306.03
10132500, 332.65
10130500, 1079.59
10132000, 1871.10
10131000, 656.60
10129900, 71.98
10129300, 746.73
10128500, 413.83
10129500, 908.66
01153550, 295.42
01155910, 707.39
01154000, 197.01
01155349, 447.65
01155500, 474.51
03303300, 117.06
06912500, 855.58
06913500, 3242.16
06911490, 243.16
06913000, 2737.82
06910800, 459.31
06911000, 855.57
06911900, 288.20
06914500, 1260.74
06914100, 864.50
03382100, 387.08
03322011, 90.05
03291780, 63.04
03292470, 189.12
03292480, 18.01
03292474, 18.01
03293530, 18.01
03294550, 90.05
03294570, 45.02
03294000, 495.32
03293000, 72.04
03292500, 63.03
03293510, 162.09
03436100, 2302.05
03416000, 269.74
03414500, 512.29
03415000, 233.69
03400500, 233.92
03401000, 1007.48
03400986, 323.79
03400800, 170.88
03404900, 152.93
03403910, 881.14
03404500, 5153.46
03404000, 4191.16
03335673, 45.00
03335500, 18937.34
033356786, 71.99
033356848, 431.91
03336000, 21421.29
03340800, 351.13
03341300, 1152.48
03340500, 28892.61
03017500, 583.96
03016000, 9490.48
03020500, 709.71
03025500, 15464.78
03020000, 1195.04
02292010, 34.54
03297900, 198.12
03301900, 9.00
03298135, 18.01
03301940, 36.02
03298200, 540.31
03298300, 18.01
03298250, 45.02
03302030, 234.12
03302050, 9.00
03295890, 675.37
03295400, 468.18
03298000, 351.21
03302000, 180.09
03297800, 27.01
03298550, 27.01
03298500, 3115.51
10141000, 5350.98
10137500, 350.59
10140700, 863.01
10137000, 4344.13
10136500, 4200.27
10140100, 818.05
10136600, 4263.21
10133980, 296.88
10133800, 161.94
10133650, 89.97
10133600, 17.99
10134500, 386.82
03341500, 31890.98
03342500, 585.39
03343010, 35646.38
03342000, 34205.40
01170100, 125.48
01169000, 233.08
01168500, 923.16
01170000, 1434.24
01169900, 80.72
01168250, 26.90
03300400, 1125.35
03301000, 1737.51
03301500, 3357.81
04276770, 80.37
04276645, 17.85
04276842, 134.03
04279000, 626.03
04280800, 44.69
04279040, 26.82
04279490, 98.35
04279125, 35.78
04278300, 71.53
04280000, 509.78
04278000, 617.09
04277510, 438.29
04280450, 420.62
04276920, 17.89
04280350, 196.91
04294413, 3362.60
02327033, 185.07
02326885, 476.21
02326900, 485.02
10166430, 72.00
10164500, 143.98
10146000, 234.11
10146400, 522.25
10145400, 207.09
03343400, 495.17
03346000, 801.51
03343820, 72.04
03346500, 6096.56
03345500, 3908.10
10153100, 333.05
10149000, 54.01
10149400, 243.05
10150500, 1593.52
10147100, 45.02
03302680, 45.03
03302220, 189.10
03302800, 738.48
03303000, 1143.73
02329342, 44.17
02328522, 2529.34
02329000, 2970.73
02329500, 627.10
02329600, 803.61
02330100, 361.75
02327100, 299.54
02330150, 5458.80
02330000, 4444.76
10155000, 557.89
10154200, 422.91
10155200, 674.86
10155500, 728.85
10156000, 53.99
10157500, 1061.83
10163000, 1754.81
03378000, 567.37
03378550, 270.14
03377500, 73962.75
03378500, 75520.69
10167170, 44.99
10168000, 89.98
10171000, 8442.66
403258112123201, 0.00
10172800, 18.00
10172727, 369.10
10172700, 72.03
10172860, 81.05
10243260, 27.02
102432241, 81.06
03380500, 1197.78
03378635, 621.39
03379500, 2917.96
03381500, 8042.13
0208111310, 323.49
02080500, 21927.87
02053500, 170.77
02083000, 1375.17
02082950, 440.45
02093000, 188.24
02108000, 1604.96
02173212, 107.24
02173500, 1795.80
02172300, 35.75
02173030, 1991.67
02173000, 1893.49
02173051, 2116.65
03384100, 1547.77
03383000, 656.83
03605078, 80.86
03606500, 529.91
05320500, 2823.24
05437500, 16504.16
05440700, 20722.64
05444000, 368.12
05442300, 22356.79
05443500, 22707.11
05446500, 24790.89
05448000, 161.80
08194000, 13368.38
08194500, 20955.52
08194200, 1207.46
08196000, 351.28
08198000, 535.91
08195000, 1010.79
08198500, 623.62
08197500, 1669.13
08204005, 359.40
08201500, 114.19
08200977, 105.40
08200000, 254.74
08200720, 430.28
08202700, 421.38
08205500, 8978.73
08206910, 14334.54
08206600, 11650.22
08206700, 2020.91
10172870, 27.01
10249280, 45.03
10249300, 45.03
10301500, 5673.58
10301120, 5430.42
10301720, 6015.81
10301745, 6015.81
10301600, 5835.69
10297500, 1197.75
10299100, 126.08
10300000, 2053.33
10296000, 486.28
10320000, 2555.91
10319900, 2070.06
10317480, 485.33
10317500, 2229.41
10313900, 179.77
10315500, 988.54
10321940, 845.38
10321950, 845.38
10322000, 953.33
10322150, 116.96
10322500, 12627.13
10321590, 458.72
10321000, 10801.24
10318500, 7093.78
10316500, 44.99
10189000, 3169.45
10183500, 2754.92
10174500, 693.12
10173450, 261.06
08207500, 1357.07
08208000, 3001.09
08178880, 843.99
0817887350, 589.11
08180586, 70.27
08181400, 43.92
08180700, 2196.43
08180720, 2275.35
08180800, 2450.77
08180640, 2064.86
08181480, 535.52
08181500, 3301.82
08178593, 87.83
08178700, 351.30
08178800, 465.38
08178565, 324.66
08181800, 4477.60
08177700, 105.33
08178050, 114.10
08178500, 131.62
04166000, 89.68
04166100, 233.18
04166300, 53.82
04166500, 475.39
04167000, 278.12
04168400, 224.34
04168580, 35.90
04165710, 17118.09
02376115, 70.59
02378170, 26.45
02376100, 35.28
08192000, 4779.51
08193000, 10393.73
06428200, 7596.07
06426160, 35.69
06426130, 178.50
06426500, 4358.42
06425720, 1269.07
03106500, 1043.16
03106300, 143.91
03106000, 926.55
05447500, 2713.83
02092500, 457.29
02232500, 3933.19
02235500, 0.00
02234384, 43.69
02233500, 750.33
02233484, 724.11
02234308, 61.12
02233475, 183.31
02235200, 280.00
02234400, 34.94
02234990, 253.28
02234344, 148.47
02234324, 96.06
02233200, 52.36
02235000, 471.78
02234000, 5426.07
02232000, 2451.22
02232200, 78.41
02232155, 52.26
02231600, 696.22
02232400, 3244.08
02231454, 0.00
02231396, 243.22
02231342, 156.11
03049800, 9.00
03048900, 314.83
03049000, 350.82
03049500, 29613.32
10245970, 54.02
10329500, 476.19
10329000, 2453.55
10335000, 35630.04
10333000, 34559.30
10324500, 2203.09
10327500, 26773.67
10324700, 188.86
10323425, 15966.32
10325000, 19644.76
10322800, 1926.41
103225055, 0.00
10322505, 27.01
10322510, 0.00
10322555, 18.01
10322535, 54.02
0208925200, 152.54
02089000, 6223.00
02089500, 6994.58
06359500, 6722.28
06360500, 12697.30
10351650, 4205.58
10351700, 4448.69
10243700, 90.06
10244950, 27.02
10246835, 18.01
10312000, 2764.85
10311400, 2197.48
10311300, 54.04
06471200, 1283.69
06471500, 3296.43
06470000, 6493.21
06470800, 760.37
06470500, 9477.89
06471000, 12373.13
06471800, 461.53
06470878, 11406.45
06472000, 19530.26
06469400, 1575.64
06452000, 25632.40
06452320, 1797.96
02090380, 413.11
02091000, 215.41
02091500, 1921.28
02047500, 728.81
02047783, 1043.70
02049500, 1565.42
02050000, 1682.34
03321350, 153.04
03320000, 19543.80
03318800, 333.02
03316500, 15970.38
06465500, 27925.37
06465700, 1318.57
06464100, 1396.87
06464500, 2973.32
06453600, 2132.01
01581810, 72.03
01581960, 18.01
01581830, 27.01
01581870, 36.02
01581920, 216.11
01582500, 414.21
01581700, 81.04
01580700, 36.02
01583100, 27.01
01586000, 153.08
01582000, 144.07
01585500, 9.00
01583500, 171.09
01584500, 108.06
01581500, 45.02
01586210, 45.03
01581752, 9.01
01583600, 54.03
01583580, 0.00
0158175320, 0.00
01581649, 36.02
01586610, 72.04
01584050, 18.01
01589197, 18.01
01581757, 144.08
01583800, 0.00
01589238, 54.03
0158397967, 9.01
01589440, 90.05
01585104, 9.01
01589305, 18.01
01589300, 99.06
01589464, 0.00
01589320, 9.01
01585219, 54.03
01585225, 9.01
01589330, 27.02
01589315, 0.00
01589352, 171.11
01589035, 792.47
01589500, 9.01
01585075, 0.00
01585090, 9.01
01585100, 27.02
01589290, 18.01
01585200, 9.01
01589317, 0.00
01589316, 9.01
01589000, 729.43
01589025, 765.45
01589100, 9.01
06827500, 6789.82
06827000, 5232.15
06823000, 2610.57
06824000, 9.00
06823500, 693.05
06824500, 8877.02
06821500, 4628.22
02196000, 1430.51
02187910, 286.58
02188600, 178.98
02192500, 581.70
02186702, 107.52
02186000, 259.94
06478522, 1210.52
06466400, 834.14
06466500, 1174.82
07075300, 412.93
07075270, 224.42
07075250, 143.63
07075000, 772.29
07076517, 3519.39
07076530, 188.44
07074670, 35.92
07074500, 51293.46
07074850, 52873.65
07056700, 2829.59
07055680, 512.05
07055660, 296.42
07056515, 233.51
07056000, 2128.91
07055875, 161.64
07055646, 152.69
07057370, 20828.53
07060500, 25774.65
07061000, 28559.33
07060710, 134.77
103530001, 386.14
10352500, 592.60
03381700, 365030.98
03384450, 108.01
03437495, 107.94
03437480, 62.97
03438000, 656.60
03436690, 278.59
03320500, 467.83
01593370, 0.00
01593450, 18.01
01593500, 108.07
01594000, 279.18
01592500, 342.22
01591400, 72.05
01591000, 72.05
01591610, 198.13
01591700, 81.05
01594440, 918.60
01594526, 234.16
05454220, 170.69
05454090, 17.97
05454000, 71.87
05454300, 278.50
05455100, 494.16
05454500, 8445.10
05453520, 8049.81
05455500, 1509.66
05455700, 11095.96
05465500, 32333.67
05465700, 32666.39
04041500, 883.87
04040500, 415.38
04040304, 26.40
04040260, 44.01
04043050, 79.24
04043021, 26.44
04043016, 52.89
04040000, 3457.49
04036000, 389.08
04033500, 26.53
04033000, 442.55
04037500, 132.82
04057800, 123.75
04057814, 185.64
04058200, 79.59
04057813, 8.84
04058100, 521.78
04059000, 2389.75
09288000, 351.02
09288180, 2205.41
09285900, 783.17
09289500, 206.93
09291000, 296.91
09296800, 431.84
09292500, 341.90
09299500, 314.89
09279000, 368.91
09277500, 908.90
09295000, 6669.39
09301500, 2771.60
09302000, 9675.01
09295100, 6786.41
040851385, 16688.14
04085108, 116.00
04084927, 35.70
441624088045601, 0.00
04084911, 62.47
04084445, 15688.94
04044724, 221.21
04044599, 362.65
04043244, 35.32
04043238, 17.66
04043275, 88.31
04043150, 176.61
04043097, 123.66
02152100, 161.57
02152474, 493.65
02150495, 224.39
02153590, 89.69
02155500, 502.26
02153700, 53.81
021556525, 663.69
02154500, 287.03
02151500, 2288.09
02153200, 3409.73
02153500, 3894.20
02153551, 4046.65
02149000, 188.49
02154790, 125.56
02156300, 215.18
02079640, 116.92
11379500, 243.07
11377100, 21746.55
360956115432801, 0.00
360310115303201, 0.00
08449000, 7164.00
08449100, 466.47
03180500, 351.23
03182500, 1332.81
03183500, 3295.58
03184000, 3916.76
04124200, 2522.74
04125460, 660.71
04124000, 2228.42
04124500, 169.66
04125550, 3585.04
04121300, 633.61
04121500, 3712.99
04121944, 966.19
04121970, 6073.68
04122100, 44.75
04117500, 1076.04
04117000, 17.94
03410590, 152.87
03410500, 2471.99
03409500, 701.08
03408500, 997.70
03410210, 2076.36
040869416, 53.73
04087120, 340.31
04086500, 313.27
04086600, 1583.41
04087000, 1860.98
04087170, 2272.96
04087050, 17.91
04087030, 80.58
04087070, 44.77
04087088, 35.83
04087119, 26.88
040871488, 26.88
040871475, 8.96
040871473, 0.00
04087204, 80.65
04087233, 152.39
04087257, 107.59
04087240, 483.98
04087220, 125.44
04087214, 44.80
04085427, 1357.23
040854592, 35.75
040857005, 26.81
04086000, 1081.58
04045500, 1919.70
02384540, 17.93
02384500, 636.49
02385500, 116.50
02385170, 457.16
02385800, 152.34
02387000, 1783.61
04127917, 539.96
04127885, 0.00
04046000, 106.26
04056500, 2902.50
04126740, 320.77
04115265, 107.41
04115000, 1092.69
04111379, 421.45
04112850, 197.29
04111000, 1821.46
04114498, 717.00
04112500, 923.55
04113000, 3256.14
04112000, 35.86
04114000, 3623.66
04109000, 448.78
04096405, 493.83
04101535, 179.55
04096515, 125.73
04097540, 296.40
040975299, 188.63
04099510, 314.48
04100500, 1536.92
04098980, 107.77
04099750, 925.45
04097500, 3510.57
04099000, 4920.76
04101000, 8766.62
04101800, 628.51
04101370, 89.83
04101500, 9656.05
04100222, 359.48
04102500, 1032.13
06169500, 835.69
06167500, 4328.30
06166000, 3137.71
06164510, 44277.92
06172310, 53360.80
06174500, 56243.25
06139500, 4562.23
06140500, 13302.66
06142400, 332.54
06155030, 27520.15
06154100, 23679.70
06155500, 28902.58
06135000, 6375.59
06133500, 174.34
06115200, 102695.60
06131200, 290.24
06114700, 7113.26
06111800, 511.47
06110020, 803.19
06079000, 668.29
06078500, 640.87
06080900, 1590.39
06082200, 2091.41
06088500, 720.35
06089000, 4597.12
06085800, 3366.85
06077500, 4123.59
06077200, 2844.67
06076690, 2191.52
06090650, 166.87
06090300, 58980.09
06090800, 62684.08
06073500, 819.11
06078200, 53116.08
06074000, 46773.21
06177000, 211073.93
06151500, 3723.61
06090500, 934.51
04127997, 480.29
04128990, 204.63
06178000, 931.40
06181000, 6856.58
06177500, 1417.81
06154400, 612.88
06091700, 664.68
06093200, 402.68
06468170, 2275.97
06468250, 2671.51
06130000, 4752.19
06127500, 11709.34
06126500, 10383.42
06119600, 1343.97
06118500, 681.18
06120500, 2838.20
06123030, 3846.64
06125600, 6915.65
06101500, 11372.04
06099500, 7001.65
06102050, 16816.06
06099000, 2688.57
06477000, 39984.06
06477500, 1358.33
06478000, 43727.79
06478500, 47878.41
06478513, 48648.58
06473000, 21360.89
06475000, 30472.25
06476000, 35183.70
06130500, 20065.23
06109500, 85949.36
06102500, 289.49
06108000, 3105.97
06108800, 4781.76
